"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1322155574230945793","x1454108007495659528",2021-10-29 15:28:59,"BappaManab","🦋EVENING TAGLINE🦋
For Our SSR💞

He had dreams in his eyes,had love compassion in his heart &amp; most importantly who possessed strong moral &amp; ethical values. An Inspiration to millions around the world. Such was our Sushant🌈

Tagline~Pious And Righteous Sushant

@Abhishe85710311 https://t.co/CeyhUbC3NM","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1351200728430350343","KachruRachna","en",,,,,,,,,,,,,,,,"x1454093214130978823","🦋EVENING TAGLINE🦋
For Our SSR💞

He had dreams in his eyes,had love compassion in his heart &amp; most importantly who possessed strong moral &amp; ethical values. An Inspiration to millions around the world. Such was our Sushant🌈

Tagline~Pious And Righteous Sushant

@Abhishe85710311 https://t.co/CeyhUbC3NM",2021-10-29 14:30:12,"Twitter for Android",14,32,"x1351200728430350343","KachruRachna","Rachna Kachru 🇮🇳",1367,1185,62147,"New Delhi, India","#Warrior4SSR🦋💫💞✨🍀",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BappaManab/status/1454108007495659528","Manab#Bappa 🇮🇳⚖","India ","#JusticeforSSR⚖🇮🇳
#SushantSinghRajput
https://selfmusing.com/about/
I am you my GEM💎
https://www.kooapp.com/profile/ManabBappa",,FALSE,1297,1106,1,106394,70297,2020-10-30 12:38:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/1322155574230945793/1605156678","","http://pbs.twimg.com/profile_images/1419333996010377220/KSjQwQm9_normal.jpg"
"x924934359122980864","x1454108007466373121",2021-10-29 15:28:59,"Pharm__","ปาร์ตี้ฮัลโลวีนที่ไม่มีเกิร์ลเจน ก็เหมือนเกาหลีใต้ที่ไม่มีกิมจิ https://t.co/x4auv8QiVD","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC4EFr7VUAApyKU.jpg","https://t.co/x4auv8QiVD","https://twitter.com/dmdewz/status/1454104233221902336/photo/1","photo","http://pbs.twimg.com/media/FC4EFr7VUAApyKU.jpg http://pbs.twimg.com/media/FC4EFr8VcAcC9Pt.jpg http://pbs.twimg.com/media/FC4EFr9VgA4AWdD.jpg http://pbs.twimg.com/media/FC4EFr9UUAICbMf.jpg","https://t.co/x4auv8QiVD https://t.co/x4auv8QiVD https://t.co/x4auv8QiVD https://t.co/x4auv8QiVD","https://twitter.com/dmdewz/status/1454104233221902336/photo/1 https://twitter.com/dmdewz/status/1454104233221902336/photo/1 https://twitter.com/dmdewz/status/1454104233221902336/photo/1 https://twitter.com/dmdewz/status/1454104233221902336/photo/1",,"x202545896","dmdewz","th",,,,,,,,,,,,,,,,"x1454104233221902336","ปาร์ตี้ฮัลโลวีนที่ไม่มีเกิร์ลเจน ก็เหมือนเกาหลีใต้ที่ไม่มีกิมจิ https://t.co/x4auv8QiVD",2021-10-29 15:13:59,"Twitter for iPhone",205,2082,"x202545896","dmdewz","dew.",13193,342,134405,"© for works : dm  / dont take out or edit without permission .","ถ้าการเมืองดี เราคงได้ดูคอนเสิร์ตเกิร์ลเจนคอนแรกกันแล้ว lll",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Pharm__/status/1454108007466373121","เบบี้ยูกหมี|🐻",,"ติ่งหลายด้อมในแอคเดียวขก.มีหลายแอค",,FALSE,41,538,1,219035,587,2017-10-30 09:41:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/924934359122980864/1626959044","","http://pbs.twimg.com/profile_images/1418194986361782275/9R47ImEX_normal.jpg"
"x1391305284308529153","x1454108007504039946",2021-10-29 15:28:59,"toyochan2021","奇跡の2手ゲットンから沼りまで…
笑いが絶えない配信となりました。
ゲットンした三玖ちゃん＆ミッキーマウス加湿器をセットで１名様にプレゼントします🎁

【応募方法】
1⃣ジョイステとクラウドキャッチャーさん(@CCatcherApp)をフォロー
2⃣この投稿をRT
3⃣「自然落下」とリプ
締切日：10月31日18時 https://t.co/GJyxyjSCBO","Twitter for Android",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1140553279312580609 x3911046019","joystation_info CCatcherApp","ja","x1453844021676232708","【ライブ配信告知】

本日２１：３０～
クラウドキャッチャー(＠CCatcherApp)様にてライブ配信行います✨

登録者数4000人まであとちょっと！
常連さんもご新規さんも気軽に遊びに来てください☆

https://t.co/tWJUIaoavJ
↑ライブ配信のリンクです

#クラウドキャッチャー 
#ジョイステ
#拡散希望 https://t.co/4WoSb3bfSw",2021-10-28 22:00:00,"Twitter Web App",59,18,"x1140553279312580609","joystation_info","【ジョイステ👍】YouTube・公式",805,251,8896,,"YouTubeチャンネル【ジョイステ】です😊
オンラインクレーンゲームクラウドキャッチャー公認YouTuber👍
毎週土曜18時に動画更新！ライブ配信も行っております！
クレゲ下手くそだけど大好き✨気軽に絡んでください😁
ドラクエ・鬼滅の刃・東京リベンジャーズ・セラムン大好き！

お仕事の依頼DMへm(_ _)m",FALSE,"x1454097719933345795","奇跡の2手ゲットンから沼りまで…
笑いが絶えない配信となりました。
ゲットンした三玖ちゃん＆ミッキーマウス加湿器をセットで１名様にプレゼントします🎁

【応募方法】
1⃣ジョイステとクラウドキャッチャーさん(@CCatcherApp)をフォロー
2⃣この投稿をRT
3⃣「自然落下」とリプ
締切日：10月31日18時 https://t.co/GJyxyjSCBO",2021-10-29 14:48:06,"Twitter Web App",39,42,"x1140553279312580609","joystation_info","【ジョイステ👍】YouTube・公式",805,251,8896,,"YouTubeチャンネル【ジョイステ】です😊
オンラインクレーンゲームクラウドキャッチャー公認YouTuber👍
毎週土曜18時に動画更新！ライブ配信も行っております！
クレゲ下手くそだけど大好き✨気軽に絡んでください😁
ドラクエ・鬼滅の刃・東京リベンジャーズ・セラムン大好き！

お仕事の依頼DMへm(_ _)m",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/toyochan2021/status/1454108007504039946","トヨっち👍🐮💋ジョイステ応援隊","千葉","クレーンゲームにドハマりしてる某コンビニ店長です 取りすぎたプライズを店頭に並べたりしないか自分で自分にハラハラしてます(笑) オンクレ大好き♪
無言フォローゴメンナサイm(__)m",,FALSE,398,608,4,4284,11634,2021-05-09 08:13:39,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1392835688119242764/FqWOdVu__normal.jpg"
"x2535027644","x1454108007466364941",2021-10-29 15:28:59,"partyskies_","[#안유진]
유진이와 끝까지 함께 💯
유진, 2023 메가패스 지면 촬영
현장 비하인드 포스트 공개 📸 

https://t.co/G2dwhKTRqm

#유진 #YUJIN #ANYUJIN #ユジン
#메가스터디 #2023메가패스 #메가패스
#광고 https://t.co/ldrNBjTmyA","TweetDeck",,,,,FALSE,TRUE,0,0,0,0,"안유진 유진 YUJIN ANYUJIN ユジン 메가스터디",,"naver.me/xmrEhFVI","https://t.co/G2dwhKTRqm","http://naver.me/xmrEhFVI",,,,,,,,,"x274935134","STARSHIPent","ko",,,,,,,,,,,,,,,,"x1453904582606659589","[#안유진]
유진이와 끝까지 함께 💯
유진, 2023 메가패스 지면 촬영
현장 비하인드 포스트 공개 📸 

https://t.co/G2dwhKTRqm

#유진 #YUJIN #ANYUJIN #ユジン
#메가스터디 #2023메가패스 #메가패스
#광고 https://t.co/ldrNBjTmyA",2021-10-29 02:00:39,"Twitter for iPhone",7032,2556,"x274935134","STARSHIPent","STARSHIP Ent.",646753,28,6940,"S.KOREA","STARSHIP Entertainment Official TWITTER",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/partyskies_/status/1454108007466364941","karel #AlwaysWithIIIZONE","loona universe","201021 MONDAY WEVERSE
210906 FROMIS_9 SIMPLY KPOP CON TOUR","https://discord.gg/yeRF9waNDJ",FALSE,620,568,5,21025,902,2014-05-30 12:58:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/2535027644/1615916434","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1453726361550397453/_NIzgKtz_normal.jpg"
"x946169938171039745","x1454108007504093184",2021-10-29 15:28:59,"cncohacker","🎂 ¡Feliz cumpleaños @emimernes_ ! 🥳 Te deseamos un excelente día 🙌 https://t.co/rDBGQgFswu","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC3pMj0XIA8Ys7Q.jpg","https://t.co/rDBGQgFswu","https://twitter.com/SonyMusicArg/status/1454074664058114048/photo/1","photo","http://pbs.twimg.com/media/FC3pMj0XIA8Ys7Q.jpg","https://t.co/rDBGQgFswu","https://twitter.com/SonyMusicArg/status/1454074664058114048/photo/1",,"x36767072 x795379280226250758","SonyMusicArg emimernes_","es",,,,,,,,,,,,,,,,"x1454074664058114048","🎂 ¡Feliz cumpleaños @emimernes_ ! 🥳 Te deseamos un excelente día 🙌 https://t.co/rDBGQgFswu",2021-10-29 13:16:29,"Twitter for iPhone",124,38,"x36767072","SonyMusicArg","Sony Music Argentina",467447,1349,56023,"Argentina","🎶¡Suscribite a nuestra newsletter para recibir todas las novedades musicales de tus artistas favoritos!http://smarturl.it/SMAEfrmwqBBc",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cncohacker/status/1454108007504093184","Maia 🇦🇷 ⎊ ⧗ ४","MCU ","she/her

you're my person @shawnsprinter",,FALSE,8022,6733,43,59052,117080,2017-12-28 00:04:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/946169938171039745/1626740931","","http://pbs.twimg.com/profile_images/1417280444261883909/o9MtTCVi_normal.jpg"
"x1008332634","x1454108007474909186",2021-10-29 15:28:59,"E10ssa","@TahaniSR4 بتفوزون على الاهلي الثلاث نقاط مضمونة","Twitter for iPhone",37,"x1454106873582469135","x883254289","TahaniSR4",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x883254289","TahaniSR4","ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/E10ssa/status/1454108007474909186","Eissa","المملكة العربية السعودية","أنا لست كاملاً أو مثالي ، لكن دائماً حقيقي وهذا يكفي #يلا_شباب #هلا_مدريد",,FALSE,2620,360,9,67658,435,2012-12-13 08:49:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/1008332634/1632868167","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1375069507782332417/Tw0k8lEN_normal.jpg"
"x1297067969499942912","x1454108007474761734",2021-10-29 15:28:59,"joachaz_inantay","wanted a shih tzu on my birthday🥺","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/joachaz_inantay/status/1454108007474761734","ℭ𝔥𝔞𝔷𝔷𝔶","Davao City, Davao Region","I ᗩᗰ ᗷEYOᑎᗪ GᖇEᗩT",,FALSE,53,278,0,1209,842,2020-08-22 07:08:46,FALSE,,,,"https://pbs.twimg.com/profile_banners/1297067969499942912/1601453194","","http://pbs.twimg.com/profile_images/1451205762827489286/hLPlADz3_normal.jpg"
"x935551541519503361","x1454108007479103490",2021-10-29 15:28:59,"__BEN_ce","@Ens4191 Hahhaha inanıyorum(!) sana 😬😁","Twitter for iPhone",29,"x1454106713620160515","x1200513349311700992","Ens4191",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1200513349311700992","Ens4191","tr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/__BEN_ce/status/1454108007479103490","...","Türkiye","herkes inandığını yaşar.. 🍀",,FALSE,3982,1115,19,21915,177675,2017-11-28 16:50:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/935551541519503361/1620905881","","http://pbs.twimg.com/profile_images/1442151641428471811/VaWwJZrg_normal.jpg"
"x233531510","x1454108007504154625",2021-10-29 15:28:59,"estudaguria","@littlemiranda_ Mulher, eu não tô em casa não kkkk
Eu voltei para o presencial 😭😭😭😭😭","Twitter for Android",68,"x1454107709175996419","x1342085697172336641","littlemiranda_",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1342085697172336641","littlemiranda_","pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/estudaguria/status/1454108007504154625","estudaguria",,"☕📝📚🖋️
O twitter é meu caderno de estudos.",,FALSE,12086,1231,50,78032,73370,2011-01-03 13:40:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/233531510/1629851538","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1448758187767877635/eFJczCUl_normal.jpg"
"x1430260512688902150","x1454108007474814979",2021-10-29 15:28:59,"bee_humble1","@ColinDMello Woot! Three cheers for the first piece of good Canadian news since the word ""jab"" ceased being synonymous with getting punched in the face. Thanks for the temporary bright spot, Dr. Moore. My daughter and I appreciate it. 👨‍👧","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x410527613 x19089339","PottsDB ColinDMello","en",,,,,,,,,,,,,,,,"x1453903867045982213","@ColinDMello Woot! Three cheers for the first piece of good Canadian news since the word ""jab"" ceased being synonymous with getting punched in the face. Thanks for the temporary bright spot, Dr. Moore. My daughter and I appreciate it. 👨‍👧",2021-10-29 01:57:48,"Twitter for Android",3,2,"x410527613","PottsDB","David Potts 🙈 🙉",436,1065,1263,"Eastern Ontario, Canada","Storyteller, Poet, Editor and FATHER. Proud purveyor of @NightOwlMediaRd @AssTees. Fearless word monger and future immortal. 🗣 #AmWriting #Poetry #SixWordStory",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bee_humble1/status/1454108007474814979","Jo","Planet Earth","💜💜💜. My freedom is important to me!
 Stay classy Canada 🇨🇦",,FALSE,446,340,0,10498,37716,2021-08-24 20:07:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/1430260512688902150/1632837826","","http://pbs.twimg.com/profile_images/1450554560418697217/ZfaBvwMu_normal.jpg"
"x1216485475118145536","x1454108007504220161",2021-10-29 15:28:59,"_RyMcCluskey","If Darius Slayton is really on the trade block forget all other names @Lions go get him he's a young building block even for a team in flux","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x44666348","Lions","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_RyMcCluskey/status/1454108007504220161","R̶y̶a̶n̶","West Yorkshire ","-✌🏻8️⃣ / @triaslor 💕 / Bradford City ⚽️ Lions 🏈",,FALSE,800,651,2,19442,28260,2020-01-12 22:22:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/1216485475118145536/1632510726","","http://pbs.twimg.com/profile_images/1445839034194989056/_nm71UbG_normal.jpg"
"x1243542062299037697","x1454108007504039947",2021-10-29 15:28:59,"Richy39461851","อีก 50 k เราจะได้ 3 ล้านแล้ว

SPACEMAN​ -​ Mew​ Suppasit

@MSuppasit
#MewSuppasit
#มิวศุภศิษฏ์
#SPACEMAN","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"MewSuppasit มิวศุภศิษฏ์ SPACEMAN",,,,,,,,,,,,,"x1395546255531536384 x828410488509734912","MewlionsMewww MSuppasit","und",,,,,,,,,,,,,,,,"x1454107145532678144","อีก 50 k เราจะได้ 3 ล้านแล้ว

SPACEMAN​ -​ Mew​ Suppasit

@MSuppasit
#MewSuppasit
#มิวศุภศิษฏ์
#SPACEMAN",2021-10-29 15:25:34,"Twitter for iPhone",1,4,"x1395546255531536384","MewlionsMewww","mew_mewlions ft spaceman 💫🪐🪐 ❤️❤️❤️❤️❤️",779,797,95515,,"Focus on mew @Msuppasit #MewSuppasit #Mewlions",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Richy39461851/status/1454108007504039947","☀Vava🌻",,"@MSuppasit @gulfkanawut ❤🐼🌞🌻⚽❤#หวานใจมิวกลัฟ",,FALSE,1098,2164,0,237157,34242,2020-03-27 14:15:24,FALSE,,,,"https://pbs.twimg.com/profile_banners/1243542062299037697/1627926619","","http://pbs.twimg.com/profile_images/1451021318988578821/wf4YWvN9_normal.jpg"
"x1420459355598725126","x1454108007495835651",2021-10-29 15:28:59,"milkinnajug","@244cals none yet but i'm hoping to have a salad soon or somethinggg :)","Twitter for iPhone",62,"x1453720782597591054","x1447506980575322113","244cals",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1447506980575322113","244cals","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/milkinnajug/status/1454108007495835651","⌗ dre • (tw ed) ❕","⇝ edtwt & vent","6teen (^_-)-☆ she/they/it",,FALSE,115,115,0,744,1268,2021-07-28 19:01:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/1420459355598725126/1635366947","","http://pbs.twimg.com/profile_images/1453459744778293259/0pRbaXQu_normal.jpg"
"x29962253","x1454108007470673921",2021-10-29 15:28:59,"i_amBoneZ","“Hold on, let me figure out what all the buttons do.”","Twitter for iPhone",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x15164892","OhHeyDJ","en","x1453035402009448462","https://t.co/opIZwBaXGL",2021-10-26 16:26:50,"Twitter for Android",42026,6746,"x1364997292080644099","chaostiktoks","chaos tiktoks",24558,0,774,,"I don't make any of these I just watch them",FALSE,"x1453548420954660864","“Hold on, let me figure out what all the buttons do.”",2021-10-28 02:25:23,"Twitter for iPhone",242121,44431,"x15164892","OhHeyDJ","✨Super Sailor D.J.✨",37624,2828,55385,"He/They","Comic Book Artist & TV Animation Color Designer. Co-Creator of THE BLACK MAGE. ½ of @TheMagicalBoys. Repped by @JessicaMileo. Opinions expressed are my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/i_amBoneZ/status/1454108007470673921","Paper Boy",,"BoneZ, it's a lifestyle. Learn it, Live it, Love it.",,FALSE,417,722,12,53638,80100,2009-04-09 11:08:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/29962253/1397956951","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/457690388090728448/66MDY5DT_normal.jpeg"
"x2964278164","x1454108007500025862",2021-10-29 15:28:59,"Angeles3510M","@JuanJos23420852 @JavierGalvezGa5 Muchas gracias Juanjo 😘😘","Twitter for Android",24,"x1454106163319123968","x1156891535620935680","JuanJos23420852",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1156891535620935680 x1339244872226775040","JuanJos23420852 JavierGalvezGa5","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Angeles3510M/status/1454108007500025862","Reina Wikinga Karlha",,"Amo al Real Madrid mi idolo ZIDANE NO DM🚫NO PORNO
29 Octubre Cumpleaños",,FALSE,17440,17907,38,90367,128893,2015-01-06 14:41:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/2964278164/1586636592","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1325606244003033088/ebY5NhOK_normal.jpg"
"x1320644736579997696","x1454108007470702596",2021-10-29 15:28:59,"iilayn_24","أنا حاطه بشعري جل وعمي حاط يده فوق راسي قال ليش شعرك يابس 😭😭😭😭😭","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/iilayn_24/status/1454108007470702596","إلين بنت سعود 🇸🇦",""" سيدة أعمال ناجحة "" ","‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏علمتني الحياه ان أحترم عقول البشر لكن لا أثق بها ..","https://tellonym.me/iilayn_24337",FALSE,9718,5933,1,31619,39850,2020-10-26 08:34:25,FALSE,,,,"https://pbs.twimg.com/profile_banners/1320644736579997696/1635510161","","http://pbs.twimg.com/profile_images/1450574701978427399/J0FmhTo7_normal.jpg"
"x401739495","x1454108007483183109",2021-10-29 15:28:59,"maxbattle84","Con la vostra certificazione continuerà a essere finanziato chi alleva intensivamente e nell'irregolarità. @MinisteroSalute @robersperanza: chiediamo un bollino Benessere Animale chiaro e che favorisca la transizione! #BugieInEtichetta
https://t.co/uo6udpgSud","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/BCekCyXVyD","https://twitter.com/i/web/status/1454108007483183109",,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/maxbattle84/status/1454108007483183109","Massimo Battaglia",,,,FALSE,40,54,0,142,3,2011-10-31 00:52:59,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/564709909712084992/HN_G3iod_normal.jpeg"
"x1384643756532674562","x1454108007470706690",2021-10-29 15:28:59,"tamarinkui","so i've decided that i Like intra(feminine/masculine) as terms to describe nonbinary people who identify with masculinity/femininity that is associated with their agab, whilst not fully identifying as their agab; on the basis that only nonbinary people can use these terms. https://t.co/xg2wL5uxHf","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1230036446280634370","strwbryfemme","en",,,,,,,,,,,,,,,,"x1453908040151928833","so i've decided that i Like intra(feminine/masculine) as terms to describe nonbinary people who identify with masculinity/femininity that is associated with their agab, whilst not fully identifying as their agab; on the basis that only nonbinary people can use these terms. https://t.co/xg2wL5uxHf",2021-10-29 02:14:23,"Twitter Web App",59,15,"x1230036446280634370","strwbryfemme","cat⁷♔⚢🐈‍⬛🍭",1338,880,45890,"18 | white | acebian | nby","#armytwt #lesbitwt || strawberry lesbian flag + strawberry femme flag creator 😌💕 || she/her for friends only; anyone else should check out my pronouny || ᓚOᗢ",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tamarinkui/status/1454108007470706690","## ui ☽☾","he/they/xe/it + many neos","i am literally 赤根葵 from 地縛少年花子くん (2014)
.
(read carrd byf)","https://pronouny.xyz/u/tamarinku",FALSE,216,431,4,13546,7786,2021-04-20 23:11:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/1384643756532674562/1634815811","","http://pbs.twimg.com/profile_images/1453840153840349184/zOWsuAJL_normal.png"
"x1076210501523128320","x1454108007491530765",2021-10-29 15:28:59,"bugsinthesink","今日残りあと1時間くらいやぞヂイスケさん https://t.co/9iXQi3rC7l","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC3wtjvaQAAtmSE.jpg","https://t.co/9iXQi3rC7l","https://twitter.com/DiisukeHan/status/1454083549770829840/photo/1","photo","http://pbs.twimg.com/media/FC3wtjvaQAAtmSE.jpg","https://t.co/9iXQi3rC7l","https://twitter.com/DiisukeHan/status/1454083549770829840/photo/1",,"x736560750","DiisukeHan","ja",,,,,,,,,,,,,,,,"x1454083549770829840","今日残りあと1時間くらいやぞヂイスケさん https://t.co/9iXQi3rC7l",2021-10-29 13:51:48,"Twitter Web App",976,172,"x736560750","DiisukeHan","ヂイスケ",86512,764,88797,"あなたのうしろにいるの","同人サークル「Circle Eden」代表取締役。 全体的に１８禁。 支援箱 https://t.co/yPqtsyKM5m　 pixiv https://t.co/lDyEY2qJ5l BOOTH https://t.co/FtBiUclFkG
pawoo https://t.co/Zevp68dx4f",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bugsinthesink/status/1454108007491530765","bugsinthesink",,,,FALSE,16,351,4,25600,26158,2018-12-21 20:19:13,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1446570767789936645","x1454108007470702601",2021-10-29 15:28:59,"AshleyB37074748","rzhl mjydz twqt

◥•ﻜٕوِدٓ•◤ ﷼ ﺧٕٓصٍٓمٍٰ ﷼ 

سـيّـفـىْの_ T22 _の_

نِمَشٍيِّの_ RT6 _の_

فؤغـَٔأَ َكَلُٔؤسئَتのHGBの_

ـــꝏ MZ85 ꝏــ.مَـفـآرشّ آلـحَبـىـِبْ

rnzxf","Twitter Web App",,,,,FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/slxTWBKO8Q","https://twitter.com/i/web/status/1454108007470702601",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AshleyB37074748/status/1454108007470702601","Ashley Brown",,,,FALSE,0,0,0,149,0,2021-10-08 20:19:02,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1447120563462234119","x1454108007487336448",2021-10-29 15:28:59,"shadowsofgraywp","a girl*","Twitter for Android",,"x1454107927854280713","x1447120563462234119","shadowsofgraywp",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/shadowsofgraywp/status/1454108007487336448","𝗦𝗢𝗚𝗜 𝗪𝗣",,"INTP-T| Lithromantic| Mental Health Advocate

WP: @shadowsofgray
FB: Sogi WP",,FALSE,1,9,0,40,11,2021-10-10 08:43:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/1447120563462234119/1634887384","","http://pbs.twimg.com/profile_images/1453660281142341632/iCTV8V62_normal.jpg"
